,momentum_15d,momentum_3m,momentum_6m,momentum_1y,predicted_return_pct,current_price,predicted_price,mape,score
NSC,-0.06578511301120205,-0.03719516360407149,-0.040537780803266754,0.19581724854706684,-13.58,281.89,243.62,5.6,0.35115403215536994
KHC,-0.12199102407180751,-0.10146137787056353,-0.1645962732919254,-0.27419898819561517,19.66,21.52,25.75,5.66,0.3497510935786864
CL,-0.10094198244487285,0.04712629347961528,0.05515075376884515,-0.08617125448808427,6.83,83.99,89.73,5.45,0.34953697935461525
EXR,-0.10630272272134944,0.0016141429669491725,-0.050080186616124456,-0.10199159258493462,9.82,130.31,143.11,6.79,0.34905377215062755
PHM,-0.08425338657896775,-0.017804652725286862,-0.0903787819864661,0.11306747882364099,-3.52,116.95,112.83,5.08,0.3490226787677965
OTIS,-0.13230838289754254,-0.12066416467644747,-0.1341545352743565,-0.24587925485223894,25.41,77.32,96.97,7.72,0.34881219769079314
DLTR,-0.08476042207230583,-0.1328361878226667,0.12730371790774475,0.52941176470588,-3.41,105.82,102.21,7.78,0.348642149907485
TDG,-0.1108395027238438,-0.12593830098864822,-0.10945041621003915,-0.17855094491124435,11.7,1145.79,1279.89,5.55,0.3473845582847391
ANET,-0.0766910489405026,-0.06434357328442641,-0.14251698298200255,0.5010420497732018,-8.98,122.44,111.45,7.36,0.347297746547365
CRWD,-0.08408639813193253,-0.17620867811988095,-0.16945814894022582,0.05542998600796456,-5.67,392.24,370.0,6.05,0.34505233896207477
NOW,-0.1670959433354795,-0.3217984008389039,-0.43656757051072603,-0.3829825293661673,44.44,103.48,149.47,7.11,0.3449536523549429
EMR,-0.09128420443028828,-0.0794221179231458,-0.03341803341803462,0.10667371947456306,-1.55,125.53,123.59,6.3,0.34460768905745287
HWM,-0.07573384732763155,0.08693804306762476,0.21455332172444752,0.716533671414721,-11.52,230.17,203.66,6.8,0.3434969655288958
ES,-0.08694481830417222,0.011782252050708708,-0.008042111419797049,0.1338793247534691,-5.14,67.84,64.35,5.76,0.34273247162840964
MSFT,-0.10390881072354574,-0.2500409433344255,-0.27672260612043453,-0.05946084724005363,4.54,366.34,382.98,4.67,0.34162612432181994
EFX,-0.1599324975891997,-0.21019945602901224,-0.3067955757141727,-0.2771439239928656,36.8,174.23,238.35,9.66,0.33853768733415884
LLY,-0.09258041342466639,-0.16608085992709953,0.2558709442522864,0.08582947913891892,-4.47,896.83,856.73,8.47,0.3374321959607807
EXPE,-0.06734587461393471,-0.18750436788035418,0.08289865871833113,0.3422617329561852,-20.11,232.52,185.76,2.72,0.33667401743784875
RTX,-0.08390206652985277,0.029995707233310576,0.19796542470198975,0.43192838493099384,-11.92,191.95,169.06,3.92,0.33315810864272416
CVS,-0.0867274829757162,-0.1009359979762201,-0.046034089383975685,0.05931445603576657,-10.92,71.08,63.32,6.96,0.3317875601651474
PTC,-0.11409561360275988,-0.1845761270201306,-0.289315014332312,-0.11207162704538465,5.31,143.8,151.44,5.16,0.3311907979517539
ABBV,-0.08241184153243408,-0.08376804034081109,-0.03444958541389964,0.04845048002785757,-14.33,210.77,180.56,8.49,0.3302333107359947
CCI,-0.13735046521931793,-0.11298405466970418,-0.1700767263427112,-0.22868178666930838,17.4,77.88,91.43,5.81,0.3273883943579292
CHRW,-0.06696030330062452,0.013259869217728149,0.25224483687518884,0.6419740973312413,-26.76,167.35,122.57,5.72,0.3242403663645739
GEN,-0.16127603012848912,-0.31363306744017383,-0.33462214411247815,-0.311135371179038,30.01,18.93,24.61,6.49,0.3238082383598072
SBAC,-0.15395991636493422,-0.13652214646333194,-0.1499718194394628,-0.22714991148793384,24.63,165.9,206.76,7.68,0.3219500220118053
RMD,-0.12174292977438783,-0.09503540293864865,-0.1717175501030156,-0.001940958743343324,4.72,221.11,231.54,5.27,0.3210936981040511
OMC,-0.11671775524640404,-0.060210737581534834,-0.010565240359218353,-0.07517590420935705,1.19,74.92,75.81,5.91,0.3201376970848226
GOOGL,-0.05868953503952845,-0.10461077653506734,0.14362459810345363,0.7046833292890078,-34.46,281.0,184.18,7.8,0.3190046606692391
NOC,-0.0824337064627072,0.1872820054638238,0.18591679824260376,0.36660469899533576,-20.9,691.01,546.57,5.39,0.31747761897073146
PSA,-0.13010693275262453,0.02367565500095603,-0.04345961401000675,-0.08188398339679626,7.6,267.64,287.97,6.6,0.31688096398213084
LDOS,-0.11668920441739927,-0.15972557217130368,-0.13848436555476307,0.15153518436903024,-0.63,156.77,155.78,5.96,0.31664467764844484
GE,-0.11929107021131591,-0.10124581040915659,-0.04225352112675973,0.3708222811671107,-0.78,284.24,282.01,8.46,0.31330762458606387
COR,-0.11183234940264675,-0.06701152127909782,0.06416359369762059,0.17149499944643387,-5.76,317.44,299.17,5.17,0.3123914242329599
HCA,-0.09707639818288061,0.010825525449480677,0.15714078654942654,0.4244803283076133,-18.22,479.01,391.73,9.67,0.30552591895413195
SJM,-0.14396396396396371,-0.04117053481331956,-0.1165860914838227,-0.16918772405351,8.72,95.02,103.31,5.66,0.3028264897254497
CPB,-0.18686868686868696,-0.25116279069767455,-0.3489891135303268,-0.4645689434638014,32.49,20.93,27.73,10.01,0.29864817782976383
BA,-0.1584694717684274,-0.1090925773006699,-0.08933177022274297,0.08929773390172557,13.07,194.2,219.58,6.76,0.29427121941486706
MU,-0.03919394103327045,0.24273169366406533,1.268697707095869,2.858461872691725,-59.04,355.21,145.51,11.26,0.2942047764213693
HII,-0.10493841587398056,0.08088961643758319,0.4160473285265309,0.8893438579181063,-21.25,382.97,301.57,4.44,0.2904496684804457
CTAS,-0.17072331218960513,-0.1170157068062816,-0.1643129676428311,-0.17554751662103973,17.34,168.65,197.89,5.27,0.2881973199815936
GIS,-0.1867933061962913,-0.2334257088040933,-0.27132725430597804,-0.39030179721939706,26.78,35.96,45.59,6.64,0.28767269045115906
MKC,-0.20685926154796863,-0.25323636363636337,-0.20489391358215803,-0.3649969078540508,33.79,51.34,68.69,11.19,0.2777609733955051
BR,-0.18815206880757274,-0.29961362838075134,-0.3196280815490923,-0.3288172676400052,22.43,159.52,195.3,7.71,0.277653175183437
META,-0.14850717332299368,-0.17738020318259473,-0.2669248230738417,-0.10061924576521153,-2.62,549.0,534.61,7.6,0.27553455715076525
SMCI,-0.29046705054382604,-0.2713534822601844,-0.5193932827735643,-0.4005405405405401,74.08,22.18,38.61,16.09,0.257934508814455
AXON,-0.21282594609740324,-0.23491966230936767,-0.36815619684851286,-0.1927228318456914,26.02,449.5,566.45,9.23,0.25571961960801515
CAG,-0.20115850447604,-0.10817166372722031,-0.15955678670360285,-0.4136064940085049,17.67,15.17,17.85,7.12,0.2532014854603361
DG,-0.18530176543040933,-0.12002956393200293,0.1595247370471382,0.40633120718167004,5.59,119.06,125.72,10.14,0.2483611362791448
NEM,-0.1471730686232191,-0.05472636815920329,0.18238391574916224,1.0887949260042302,-23.37,98.8,75.71,11.58,0.23689121587889883
ULTA,-0.19059236698160065,-0.14183801238961358,-0.03327765404602778,0.4016199343415332,-1.84,520.87,511.26,10.14,0.22777016578300535
EL,-0.24800431499460607,-0.35153488372093034,-0.17110582639714622,0.05990573209669936,3.77,69.71,72.34,10.8,0.17141899448424022
CNC,-0.23405231757686962,-0.16256899147014503,-0.028238719068412577,-0.44808201058200925,-17.91,33.38,27.4,9.14,0.14574741970506733
